bench,bpred,size,metric,value
m88ksim,tsbp,128KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,128KB,ras_rate.PP,0.8827
m88ksim,tsbp,16KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,16KB,ras_rate.PP,0.8869
m88ksim,tsbp,1MB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,1MB,ras_rate.PP,0.8781
m88ksim,tsbp,256KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,256KB,ras_rate.PP,0.8754
m88ksim,tsbp,32KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,32KB,ras_rate.PP,0.8823
m88ksim,tsbp,512KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,512KB,ras_rate.PP,0.8750
m88ksim,tsbp,64KB,bpred_jr_non_ras_rate.PP,0.6769
m88ksim,tsbp,64KB,ras_rate.PP,0.8833
perl,tsbp,128KB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,128KB,ras_rate.PP,0.9598
perl,tsbp,16KB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,16KB,ras_rate.PP,0.9597
perl,tsbp,1MB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,1MB,ras_rate.PP,0.9596
perl,tsbp,256KB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,256KB,ras_rate.PP,0.9598
perl,tsbp,32KB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,32KB,ras_rate.PP,0.9600
perl,tsbp,512KB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,512KB,ras_rate.PP,0.9598
perl,tsbp,64KB,bpred_jr_non_ras_rate.PP,0.1495
perl,tsbp,64KB,ras_rate.PP,0.9599
vortex,tsbp,128KB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,128KB,ras_rate.PP,0.8757
vortex,tsbp,16KB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,16KB,ras_rate.PP,0.8732
vortex,tsbp,1MB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,1MB,ras_rate.PP,0.8744
vortex,tsbp,256KB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,256KB,ras_rate.PP,0.8714
vortex,tsbp,32KB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,32KB,ras_rate.PP,0.8769
vortex,tsbp,512KB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,512KB,ras_rate.PP,0.8657
vortex,tsbp,64KB,bpred_jr_non_ras_rate.PP,0.5754
vortex,tsbp,64KB,ras_rate.PP,0.8694
fpppp,tsbp,128KB,misses,1143
fpppp,tsbp,16KB,misses,1217
fpppp,tsbp,1MB,misses,1181
fpppp,tsbp,256KB,misses,1164
fpppp,tsbp,32KB,misses,1137
fpppp,tsbp,512KB,misses,1178
fpppp,tsbp,64KB,misses,1149
gcc,tsbp,128KB,misses,227483
gcc,tsbp,16KB,misses,283896
gcc,tsbp,1MB,misses,210868
gcc,tsbp,256KB,misses,218805
gcc,tsbp,32KB,misses,261586
gcc,tsbp,512KB,misses,212570
gcc,tsbp,64KB,misses,242950
go,tsbp,128KB,misses,216739
go,tsbp,16KB,misses,270122
go,tsbp,1MB,misses,207492
go,tsbp,256KB,misses,212271
go,tsbp,32KB,misses,246918
go,tsbp,512KB,misses,208570
go,tsbp,64KB,misses,228357
ijpeg,tsbp,128KB,misses,931
ijpeg,tsbp,16KB,misses,950
ijpeg,tsbp,1MB,misses,895
ijpeg,tsbp,256KB,misses,945
ijpeg,tsbp,32KB,misses,947
ijpeg,tsbp,512KB,misses,965
ijpeg,tsbp,64KB,misses,938
li,tsbp,128KB,misses,145556
li,tsbp,16KB,misses,163490
li,tsbp,1MB,misses,135293
li,tsbp,256KB,misses,142387
li,tsbp,32KB,misses,157663
li,tsbp,512KB,misses,138441
li,tsbp,64KB,misses,148052
m88ksim,tsbp,128KB,misses,12455
m88ksim,tsbp,16KB,misses,12221
m88ksim,tsbp,1MB,misses,11548
m88ksim,tsbp,256KB,misses,11994
