bench,bpred,size,metric,value
gcc,ob,128KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,ob,128KB,divide,by,zero>
gcc,ob,16KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,ob,16KB,ras_rate.PP,0.9675
gcc,ob,16KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,ob,16KB,divide,by,zero>
gcc,ob,1MB,bpred_jr_non_ras_rate.PP,0.3227
gcc,ob,1MB,ras_rate.PP,0.9720
gcc,ob,1MB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,ob,1MB,divide,by,zero>
gcc,ob,256KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,ob,256KB,ras_rate.PP,0.9712
gcc,ob,256KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,ob,256KB,divide,by,zero>
gcc,ob,32KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,ob,32KB,ras_rate.PP,0.9691
gcc,ob,32KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,ob,32KB,divide,by,zero>
gcc,ob,512KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,ob,512KB,ras_rate.PP,0.9711
gcc,ob,512KB,reverse_bpred_jr_non_ras_rate.PP,0.0817
gcc,ob,512KB,divide,by,zero>
gcc,ob,64KB,bpred_jr_non_ras_rate.PP,0.3227
gcc,ob,64KB,ras_rate.PP,0.9702
